word;count
':.:!:.:.:.:.:.:.:.:!:.:.:.:.:/:.:.:.:.:.:.:.:.:.:.:.:.:.:///,:.:./:.l:.:',:.:.:.:.:.:.:.:.:;1
.:.:.:!:.:.:.:.:.:.:.:.l;1
:.:l:.:.:.:.:.:.:.:.!:.:.:.:/:.:.:.:.:.:.:.:.:.:.:.:.:.///;1
,:.:/:./:.:.:.',:.:.:.:.:.:.:.:.:.:.:|:.:.:.:.:.:.:.:.:!;1
/|:.|:.:.:.:.:.:.?:.:.:/:.:.:.:.:.:.:.:.:.:.::??/;1
/:/:./??:.:.:.?:.:.:.:.:.:.:.:.:|:.:.:.:.:.:.:.:!|:??;1
:.:!:.!:.:.:.:.:.:.l:?l??:.:.:.:.:.:??.,;1
./:/:./;1
?:.:.:.:?:_..-;1
':.:!:.:l:.:.:.:.:.l:.!:.?;1
:.:.!:.!:.:.:.:.',:.',:.!:.:.:.:.:?'????//,:./?;1
!??_???:.:.:.l:./:.:.:.:.://:.:.:.:;1
:.:.:',:',:.:.:.:.?v???_?=???///??r?=?;1
???/:':.:.:.:..://:.:.:.:.:;1
-?,.??:.:.:.:??;1
??_?'_?;1
?'โด????;1
?_?'.?;1
/:.:.:.:.:.//?:.:r??;1
??.-l??:.:.:????????โด?;1
?':.:.:.?/;1
,.-?;2
?.!??;1
??:.?????????i?;1
?,.'?":.?;1
!/???;1
,!???l;1
l??.?-???;1
_._?_._???-?"???;1
!??;7
.!??!??//??????;1
...????;1
,.?'โด;1
!??!&lt;?,??;1
?_?l;1
??????_..?'"??;1
!l;1
-,.??:;1
?-??',?!?;1
!l???;1
?::,?;1
?"โด??:???;1
,???;3
l?;49
:!:;4
:}?l?;1
!?!l;1
?::?;1
?/:????;1
?::??;1
l.!?l???;1
?.????????;1
/';3
?|'????l;1
/????/?;1
?!????;1
|?|;11
j|??,?'??;1
?./?/./?;1
|?.??;1
/__??.โด_?'_?=,???'?;1
//??'?,.'?=?}?'??|?|;1
?{??{?????!i??//????p?!i;1
,';11
/!;6
,/?;2
{?..???__,;1
/'?!??????`;1
???//;1
__?;2
,?';1
,/;2
,??7`??_,?????;1
?_,.;1
/?/;8
fโด??;1
??'.{}?.;1
`'??..?_;1
????/{}??;1
_);1
??=?โจ???.?;1
--????;1
}};3
'โด??;1
??-?v__.???;1
_,.;2
?/{{?{}/?;1
.'??????`?{;1
`?;1
--;7
/??/;2
{{--;1
?}};1
?'????'???;1
__j|?,?;1
?.???_??;1
{{;1
/{}?;1
,'????,'????_?|?{i,?;1
???.?;1
??{{.???;1
????,'??????|__;1
__;3
|?.,???:?;1
??{;1
{};1
/}};1
??}}/{}?|??;1
??|{;1
?.}};1
renz;1
>>1001143;1
life!;1
:/.;2
!:;12
/-??;1
?-?;3
??-;2
:.;1
:l:;3
????.;2
::.;1
:!??!;1
??????โด_??-??โด?!;1
:::.;1
l:;3
:!??????.:::::::::::::::??????;1
:::::.;1
???::::::::::::::::::?;1
::::::.:;1
l???;9
?k;1
?.:::::::::l????;1
::::::::.;1
??:;8
:!??;1
?.?!?????;1
?::::::..;1
!;48
?!;18
???:::..:;1
:??????;1
?????_;1
|l?l?;1
??::..:;1
!j?!:::::????;1
?/.::::::::::?;1
`???;1
?!:::::::::::::.???????????;1
l|;7
l::::::::::::::::..???;1
?????/?;2
??__,-'??`---???;1
??/?/??/;1
||???;1
____?????,---'???/?/??;1
??||??r???;1
?i?r??;1
/?/?/;2
???????))?????????;1
??'_`?/;1
'?_???_;1
,/????,??i|?/;1
?????'??????????????/;1
?,????????????????;1
??i;4
??????????_??????????;1
?????--;1
????????,?????????`???;1
??__,;1
??????????????;11
?_?โด7;1
:?`?????;1
:!;7
//:;1
!?:;1
:i;2
:|:;2
:?!?;1
!?y_????;1
.!:;1
!/?_/_?;1
_??/:;1
/?:;2
}?|????;1
|.??????;1
:???;2
/!???;1
`?!;1
????`?__!;1
??!`?:::;1
?::::?;1
:::;3
`??=?/:;1
!????;2
:::??:???;1
.??????`โด???;1
,???^?;1
?/|;2
/|??;2
}-?,-?__}?r-?โด????/?;1
!??>-??;1
7??`/?????;1
?:|;2
/???/==y?`-"?????/;1
????:.:?:.:.:?:.:.:.:.:.:.:.:.:.:.:.:.l:.:???;1
?/:.:.:/:.:.:?:.:.:.:.:.:.:.:.:.:.:/:./:/:.:.:.:.!?????;1
/:.:.:.:|:.:./:.:.:.:.:.:.:.:.:.:.:??/:.:l:.:.:.:|:.:??/?l;1
.??????;3
|:.:.:.:..|??_-_?_.;1
-??/;?:.:|:.:.:.:!:.:.:.v??;1
|?:.:.:.:.n;1
r??-?`??;1
?/?-?|?:.:|:.:.:.:|??;1
_?;14
?:.:.:.:??;1
?:????โด;1
?=????/:.:.:./-r;1
/:.li;1
,??;4
?:?;2
'โด/:.:.:./:.:.:.l;1
.??????__?/:.:.li??;1
il???;1
?_?:.:.?:.:.:.:.:.!;1
/โด?-??,:./:li;1
il:.:??{__???}????/l:.:.:.:.:.:l:.l;1
.???/?;1
?-?/?li??il:.:.:.:.:.????โด?:l?;1
??:.?:.:.:.:.:.:.l:l;1
???l?;2
???'โด:;1
:.li;1
il??;2
????._l:li;1
il-???_-?:.:!l;1
r?l??;1
|?!:;1
?l??;1
???k??;1
li?;1
il?|???;1
|:.:.:.l;1
|?l???;1
_):;1
:.?li?/;1
??//)?:l;1
l:l??li.?i??!|??;1
/:.:.:.:.:!;1
???l?&lt;:.:?li;1
/โด;6
//?!|:|;1
l!==li?!?l./??/!:.:.:.:.:.:.l;1
?l__|?l?:.:.:.?x?;1
//?)!|:|????;1
il?!;1
l??/??:.:.:.:.:.:.:l;1
?????โด??_??';1
:????;1
????::/??:;1
????:::?':;1
::/:;1
::?:;1
::?}.????;1
???::/:;1
:.?:;2
????:;3
:`:?;;;1
:/://:;1
//:/??:'":|:;1
:?'โด;1
???|:;2
:|?_??'-./?;1
/_????;_:;1
:?:|;1
??????"???????/?|;1
.?:;2
./:;1
:./:|;1
,':;2
:(??:??????;1
???????:;2
:?}:;1
??,':;1
:}??.;1
`?????-?-???;1
"?โด?;1
?__::|;1
:{;2
??.}:;1
??????`''??_.;1
/:::???.;1
?,':;1
:{.??;1
_|???;1
?:???|:::::...?;1
.,':;1
:.???;1
?.???.?;1
?:::?__?;1
:.?'โด.?{?;1
.|???;1
?=???.?;1
:/?/:;1
?|=?"??/???|??;1
`????;1
|??|?;1
:/?/?;1
|??|???;1
??.????/?|??;1
sucks,;1
gimme;1
???,?'";1
i?;13
?__,?=?=?=?=;1
?__;6
-?.?;1
/??,?;?':??????;1
}?;5
??`=;1
',?;7
,??''โด;1
.:?????;1
.?.:;2
,::??;1
..?;1
.{?'?.;1
.:/::???;1
.:;19
.::./:;1
/::?/;1
/:?;1
?..?;2
?{?????;1
????????/??.:;1
::/::???.::;1
.:::/::,/:::::,/:.?::::..?:?:.??????;1
7;1
.::?::.:::i???.:::::::;?::;1
?:::::?::/???-?:::i:::.?;1
.:::?:::::::!:::...:::???'โด/?/:/-?'โด??:::}::::.?::????desu;1
plan!;2
.?????;2
:::::..:::?:::|?;1
?????'โด;1
,.',;1
???t?}:::::.;1
.::?;1
????????:::::::::::?:?;1
??';4
????โด????'??/::::::::::/?;1
?:::?:::::::??????;1
???/::::::::?/?;1
i{?i?::::?????;1
'โด;8
?}.?|;1
??????//?i{?;1
`;6
??`?????.?.????;1
??i?;1
.}i;1
|:::::ii:??????????::::?{??;1
?i::::?;1
.::????|:::::ii:::::ii::??;1
โด?_::|::???_;1
?}:::::?;1
.:::;?;???;1
|-?''"โด?.???;1
?'?????;1
.??????|??;1
-????....?'โด?;1
????'?;1
//?./?/????;1
?|-;1
'โด_;1
'?:??_???;1
???}?|??;1
//?./?/???;1
'|-;1
'โด??::/?'?|::?i??????;1
?}???;1
faggotry;3
harder;1
deny;2
meilhouse;1
either.;2
whether;1
support;1
millionhouse...post;1
flame;1
positive;1
note;1
here...it;1
matter.;1
each;1
post.;1
desu;3
????/;4
l???????;2
?!/?????????????;1
/?????;5
/???/???????????;1
!???;4
?',;3
{/;2
l??;19
j?l;1
!?????l;1
/??//?;1
????l?;2
{?;1
!?l??;1
l???_?/??//?;1
l?l???;1
?โด??_-???;1
-?_;2
?/??;6
,???????r????/;1
??/?/??;1
????!;2
?.?=?????;1
?=;2
'?????-?;1
?????/{;1
??//;2
//,?-??????????;1
????-?;1
/?!??;1
-?;9
r?v??;1
??j??;1
j????.._?;1
.t?!;1
??|???;5
???l?!?;1
??}????;1
????cc?|;1
j???;1
r??????;1
?????/?/???.??r??;1
??/|?????;1
?????????????;10
???!;3
!???????;1
half;1
year.;1
know.;1
??????????_?,โด?-??-;1
?????????????,?-??'โด-;1
=??=?-;1
???_;4
??,;6
?,?-?;1
????.:.:.:.:.:,:.:'โด.:.:.:.:.:.::.:.:.:.:.:.?-????;1
.:?.::::::::::?.:::::::::::::::::::::::::::::::|::::::::????;1
???????&lt;??;1
.::/.:::::::::/.::::::::::::::::::::::::::::::::::/.::::::::::::::????;1
?????????/;3
.::/.:::::::::/.:::::::::::::::::::::::::::/::::/.:::::::::::::i:::::::|;1
|?_?;2
/.:::/.:::::::::/.::::::::::::::::/:::::://::::,?.:::::::::::::::|::l:::l/'โด?;1
|.::/.::::::::,:?::::::::::::::/.:::;??:::::/?.::::::::::::::::|::|:i|;1
|/i::::::::::::::|::::?::?:::/'โด/::::/?_,,;1
-??-::|::|:||;1
,r;1
??'โด;2
???:::::::::l''?==???,?/:?;1
,?????::::|::!:!|::|/>?i??,rr=;1
???????????::?::::::l;1
??7?โด?;1
????7;1
/:::::j::/l::/j>.:.:.:.i?7โด??;1
??????????|::::f;1
??::?,;1
,???????,;1
/::::::?/:::!;1
!>:::::?/??;1
??????????|.:::{;1
',?????????;1
/"โด;1
|>:::?/??;1
|????????????????;1
??/????????;1
?|?;5
i???;1
l?????????;1
',???;10
???!?????????;1
',;17
.??|???;1
|??|;4
?&lt;?;1
???-?-???'|?|???;1
|?_?=???โด;1
,???-??>?|???;1
|?|???|?l?;1
r'"/โด???????????f?;1
f???.};1
j?|?|???/??|;1
|?|???|?i.?!?{;1
??}?;2
??????';1
.l;3
?--?'?;1
?/?;10
?l??????__?--?;1
'????;1
}?????????/??/??./;1
?|??l??;1
??'???;1
?,;12
??__??;1
???/??/;1
?'???|;1
??????????l?????;1
/???/?;1
{??????;1
>--?--&lt;?;1
??r??/;1
?l?????;1
?-??????-?'??;1
r?'?;1
?/???|?;1
__?????;1
???????',?',;1
/???.;2
.????????;1
,.;4
?-'??'??'??'?-?;1
__??????;1
|???????????;2
|??????????|??;1
>'??;1
?????????.?;1
????????/;3
/??????????;2
;';1
l|???;1
/?-;1
?/??/???__????;1
?r???)&lt;;1
'"??;1
|???/;2
}????;1
??"โด?;1
/??????????????;1
'??;7
??/?;4
}|?;1
/?????????????;1
??)???;1
|{???}l?????;1
/??l??y/;1
?,.???;1
.?.;1
???/?;2
?{?;2
v/????????;1
?{???}???;1
/?????|?????????????????;1
??{???????????????;1
?{;1
.??}?;1
(??;2
????/?/???{??????????????;1
??'??{;1
clearly;1
state:;1
resulting;2
discussion;2
pertain;2
manga.;1
long-term;1
series;4
discussion,;1
refer;1
world4ch's;1
/anime/;1
/manga/;1
goodjob;1
j.;1
|?!?;2
??!/?j/;1
/l.;1
l?l;4
?.?i;1
??v;1
j/?/??/?;1
___,/?/?__?l?;1
l.?i?|;1
?/?./?;1
|j-r'_??.._;1
/,///?,?.?t-??|?l?|;1
?|l?|?l?l;1
y?'?;?y?โด//????;???/;1
?j|*?;1
v?;2
?='??;1
????'=?';1
l/?,??|;1
_???????;1
l.?????_?;1
j};1
?|i.*;1
|};1
?r;1
t?=??;1
?t?i?|}?l;1
??,??ll?;1
l.;1
i?.??;1
?โดl?|i;1
|i?l?|;1
l/!;1
|,??]??-?;1
|?|i?;1
?l;17
v/?'โด????????;1
?,j?;1
j?.;1
l?|;8
/???i|;1
]i?/??;1
,?^?;1
_???;1
?โด.:,.:.;1
:.:..:::::::/!:!:::::.:.:.?jk??;1
`y';1
.:.::::/::,.:::::::::::/::l?::::::?::?::?.;1
t??_j;1
.:.:::::/::/.:::::::::/::/:??:::::?,:::!::::|?!:??;1
|.:/.:.:/?/.:.::::,?:://?::?:;;:?|:::::!/::::.:?;1
l/??,!::::???'โด?,;1
-??:::::::!::::|{::::::.:.|;1
???????????v::i:|??????โด???7::/::::/;1
!:::.:.::|;1
/,.?โด;1
'???;5
/::,::?;1
/:::::::.:.|;1
,?:;1
:|?;2
|/;5
?_,;2
.?โด7?;1
_?:;1
:j?;1
j!??;1
?!?;3
:.?;1
,r?'โด?:;1
?|???,?????|;1
??_;2
?./;2
:.i;2
//????!;1
?:??;1
:??-:;1
?:i;2
}?j;1
|.:;1
:?`?|;1
?|?//?f?,???;1
/,?|:.:???:;1
i:.|;1
,??_:;1
}?j??/??;1
|??::.?:;1
,?/;1
/??`?ji|??|7?f?f?|?j{?;1
!:::.:.:?-r?r?_;1
?:/?;1
????/?/;1
`!;1
?|??y7;;;;;;??;1
??:.?i.::::??`???:/:;1
:.|;2
>>all;1
manga;2
?|-???;1
?|-???-;1
?|-??;1
-???;2
?|/.:;1
::;41
::?::?.;1
?|?,:/.:?!::;1
|_?;1
?|?:??;1
?l?:|::l;1
|:l;1
?|???;3
?::?v:/;1
l::|;1
?|''?????:??|::l;1
?|?--r::;1
'โด::;1
??{::l;1
?|_???;1
??|?l::l;1
,????/';1
l|?l::|;1
?|/i?|?'?/?;1
l??::l;1
???r??:|.?_/??|::;1
t??::?;1
r???::;1
::i;1
??????l?]::;1
::',;1
?|โจโด??__??|?::;1
::?;2
*?;1
?t??;1
/???*;1
}}?;??;1
???????/i?/???;1
??{{???:;;1
???????|l;1
l?/_!??;1
????&lt;????`?iii?;1
??l;4
('a`)|??;1
?_??_??;1
h??;1
-??:??|?;1
?????????-:;1
l???l;1
?-??*/?'??.?l???l;1
||;4
.?*?7|???l?;1
'.??;1
??????--'ly;1
*??|???;1
???????????????_,;1
--??--;1
?-;5
,?-??;1
???/|;1
(????????l?;1
?????/i||?????;1
?????//?//????/?/;1
|||;1
(?????)??;1
?/|?/;1
?|?/?||?????????;1
???/?/?|;1
|//;1
|.l?|?///;1
|'|;1
|?????;7
????|;3
/?/?;5
|||-|?|///?|/;1
l//?l;1
|(?????;1
)???|;1
|?,|?;1
|?||k?//?|?/?|-||???;1
?|?|;2
?||?{;1
::::!:}`??|;1
/r=?t?.|;1
.|;1
?||?;1
?-'???;1
|?{::::::::}`|?????;1
l_|,;1
--?_|;1
???,&lt;|??l?,,,,,,??????`??'?(????br;1
/>??)::::|;1
/:::::::(;1
?"""?;1
????"""?/(????;1
):::::|;1
??/:::::::??;1
-????;3
_????????:::::|;1
/:::::::::??;1
???????_,??????;1
?:::::::::|;1
?/:::::::??????)`???'?โด,-?????;1
?::::::::::::::|;1
./:::::::??????;1
?::::::/~`l?>?????;1
?:::::::::::::::::::|;1
??????/???;1
(???;1
,?,?_;1
_,??-?__;1
/???โด?;1
,???//?l;1
,??~?????;1
?/?l?/;1
l?l????;2
(;1
??/?/;1
??-r-???;1
?l?/??;1
//?|;1
l?|????/;1
);1
|?|??;2
l?l?l;1
(?);1
?/??โด??/;1
?//;1
l/??;1
/?l?l;2
/!โดi;1
':;;:.;1
'~;?l|/;1
/?l?;1
(?;1
|??!_;1
''_?????i__''?|?);1
???''';1
''';3
/??l?;1
)??_??=-???;1
3?????;1
/l?ll????;1
??i-??_?.;1
??/??l;1
l??|;3
;=?l?|?=?????;1
l?_]???;1
???&lt;&lt;?//||;1
||?;1
?>>?[~].;1
|?l(??????;1
?~~โด/||][||??~โด??];1
[?_;1
|_;2
_l?;1
||[{[||?????];1
]??;1
||}][{||????;1
]l;1
[?????;1
/':.:.:.:.:.:.:.:.:.:.:|.:.:.:.:.:.:.:???:?/_?;1
/.:.:.:.:.:/:.:.:.:,:.:.:|:.:.:?.:.:.:.:.:.',?};1
/:.:.|;1
l{:.:.:.:|:.l:.:.:.:/l/'?:?.:.:?.:.:.:.:};1
.{::.:.:.:.:l;1
?:.:.:.|:|:.?/;1
???_|l.:.:.:i?}::.:.:.:.:.',;1
?:.:.{.;1
,:=???;1
=??;2
?.;./;1
/::.::.::.:.:.:.',;1
???????!?}::.::.::.::.:.:.;1
?????????{;1
/??_:.:.:.:.:.:.;1
??f?)?)?)?)?)?)?)?)?)?)?-?_,{?}????:.:.:.:.;1
??''???;1
??|?_/?;1
t???',:.:.:.;1
?{?=='?;1
?????|!;r'!?{;1
?????',:.:.:;1
??,,_?โด??;1
l||;;l}.?;1
{,?;1
???!:.;1
_{'v|?;1
?||;;;{?.},??????;1
??|l;1
?|.l;;{??},???????};1
?,,|????????????;1
l{.?{,??????;1
??|?????????l|,rn}?;1
},????;1
fuckin;1
?_?_;1
_,;7
-';1
โด_???;1
_,-'โด,;1
-??-;2
????__/?/l?/???;1
/l'|???l;1
???l;7
|?/;2
?/|???โด/?|;1
-?.l?!;1
|?l?|??::cr;1
/??c??|;1
|?l?!?;1
l:::::::j?;1
?l::::j.!;1
|?l?l???;1
|?|?|???;1
|?l???????????|;1
|?|::::::::::??;1
r?:::l;1
!โดl.?|;1
l::::::::::;?โด;1
{?}i???l.?!;1
?l?l__j::::::::/:;1
i?lil__|:;1
/.?!;1
:::::;1
:l:::::?j::l:?l?|!;1
:::?/:;1
:?:!::::::i:::l??;1
i.;2
l?!?;1
?,/:;1
:/l/:;1
:t:;1
t??:::;1
?//:;1
??{????:;1
?/:;2
??_:/;1
?/:?:;1
:-?:_:;1
??????:;1
:?:?:_?;1
???:_:_:_:_:?;;1
?'โด;3
>>1001159;1
fall/semester;1
mike;1
thing?;1
>>1001507;1
kinda;1
?????????__;2
;.??;1
?????????????????>';;:????_?;1
?????????????????"l'i.]?'{:]`?;1
???????/???????????;1
/???????????????;2
/????????????;1
?????/??;2
/=????;1
????/_??????????;1
/??????);1
????i??__,,,__???????;1
__,,,__.;1
?i?/;1
"_,.;1
i???????????;1
i/-;1
???????????_?-?โด??????;1
,/?,=?=''?''?=;1
??????????,=?????????;1
???????/?;2
,='?;1
?_?_,,;1
??????/,,_?{i;1
,????;2
/โด????_;1
?i}?/;1
?_/;2
?__,,?;1
{?|;1
_|__,,???;1
_|?_?/????;1
|???.__????;1
?-?';1
_/;1
??r"?????;1
|{i;1
t???;1
?????=?'??|;1
i}?>;1
?___??_;1
,?;22
???-'??;1
i}?/??-???l?__|;1
????r?;1
//,,i}?/?}??l|?o?|!??{?l?;1
???__?;1
|i}?v'';1
__/??}???????{?|;1
?'?;7
?j????}??;1
_..?-?;1
??????,,?=?=??;1
??-'????????_;1
??'?;3
l?,??;1
???.>;1
?l?;6
l';1
?.l?!?;1
--?l_,?;1
i?lโด??h??????ll?|?';1
????!.??!?'!;1
l_???????;1
/?>&lt;l;1
,??.???;1
/7??????._??;1
l??_./;1
/???????;2
??`??;1
_..!-'"/?;1
?.._;1
&lt;??,.?????`โด????????????;1
`??.._????????????_.?,??;1
???...l???`;1
??---??;1
''โด?;1
?>_?;1
?l?????????????????;1
????__?????????????__...-?;1
???????_..._??,.?โด?;1
anonyfag;1
!fsxil11tvc;1
>>1001529;1
not,;1
thus;2
instantly;1
relevant;1
999999;2
b7;1
due;3
lack;1
amount;1
else's;1
|?.;3
.-.?.-.;1
._?;1
:,.;1
-:_:;1
|?:;1
:?|_:;1
}?.;1
??_j??:;1
|?{j?t?-;1
โด:;5
:??l;1
|?????j??_;1
_l??}:;1
:',?i;1
?|?:;1
:!?l;1
{??;1
{j??;1
???????/:/:;1
:??|;1
:/??|;1
|????v?????,.?':;1
:,;3
?/',???>?;1
|l;5
|????)??;1
????|?;2
?l_|(l_??).|;1
.???????????;1
?????????????????????;27
??????????????????????????;4
????????????????????????;1
???????????????????????????;1
over.;1
finished.;2
ghost;1
freeman;1
!ckbuofyp3u;1
m-m-m-mega;1
/?/?/????;1
??????_????/;1
|l?;4
'โด?;9
|?????/'โด?????-?????;1
/?!;1
|???||-??-,????`?????/;1
j?|???l|?`?='-???`???|???/l?;1
./?;2
/????;4
l|????????????_??`????||;1
???l??????????l?'r?j`?';1
`,โดl???;1
l????????????/?;1
`'โ’,???/?;1
|???|?;1
???-;1
???l??;1
/?|???|???????????;1
โด??????;1
|???!?????????????;1
|?|l?;1
??|?!??;1
_`?_?;1
_????;2
!?|?'???,?;1
???|?';1
?,.?โด?`;1
|l?|????/?;1
|?&lt;โด?โด????`????????l???/????????_,;1
??โด??;1
??????,???;1
,.-?โด;1
???.??l?-?;1
???/?_?;1
????'โด?????;1
l^??-;1
??>-???????;1
???????!;1
l??/?;1
700000,;1
800000,;1
900000,;1
junk!;1
!_??l;1
|,;1
',??|;1
;??;2
,l/,r?'โด!.|;1
',|??|;1
l?l?/??;1
l,;2
?',|;1
???โด??.|!?;1
?/-l?_,|?;1
?'|l;1
??'โด?|/lj;1
/'?;2
|'??;1
???r???`;1
i??;2
?/_?__/;1
/-?'i?/;1
????=?';1
โด?;2
?'-??โด?/?;1
/!????/?;1
????/?;1
???i??;1
|???โด?????,;1
?,?;3
'โด-??;1
?|.?;1
??โด;4
?/??,;1
--?;1
:::::::::::|;1
?|::::::??;1
_??;1
โด??;4
-:/?,;1
?;:::::::::::::::::::::::;1
::::::::::::l?;1
!::::?::::::::???;1
|???l?โด::::::/?/โด;1
|?-?------;1
:::::::::::::',;1
?|:?::::::::/โด:|:::/?l?;1
?l??::/??;1
??::::::::::;1
?.__...;1
?'''""????:.:.l??:.:.:l.;1
:.|.:.:?????;1
.:!;2
:|:.:;1
.|:.:;1
_????:.:.!:.:.|:.:.:?;1
.:.:|;1
:.!:??.:.:;1
:.!???;1
/:,:.!;1
???:.:.!:.:.:???..:.:./:./:;1
./.:.:;1
???????l:.//???;1
??.??:.:.?..:.:.:.:///l:r?':โด?;1
,:;1
???????????'????;1
??':.:.:.:?/?'t,;1
!:.:;1
..:./:;1
-?-_--;1
??-_-;1
?',:?;1
,?/:.:.:??;1
'?/'?'';1
//:.:?/โด:;1
?:????????????????????;1
l`?'??l:.:./:.:.:;1
????????????????????;3
',??,'.:;1
!:/:.:.:;1
:.:..;1
??`???????????????;1
??/:.:;1
.!/:.:.:;1
??:...?????????????????,.;1
':.:.:;1
/:.:???;1
????,????.._??.._?????;1
?.:;2
:.:./:;1
?:.:?โด??;1
?:.:.:.:;1
?,.;1
?"?;1
??...__?..?!??;1
,.?:โด:.:!:.:!:.:-'?:.โด;1
,...:.':โด:.:.l:.:.:.:l:.:.!:.:;1
:?/;1
??????????????,'?.,./;1
''''''''"""'''-;1
..,,_.;1
.??',.???????????!;1
.|?.__??;1
.???????;2
/'";1
??|?;4
?'";1
..?????'??.?????.??.'"????_l;1
?',??;1
.|?'????;1
????????????,?.???;1
?'-?.????';1
?,,'????;1
.-;1
????'''";1
."???/;1
?|????????????;1
.,??;1
!?????????;1
,.?;1
??????!?;1
????????????????-'";1
.,?;1
.?.?????.??;1
.?'-?????????????;1
??-??;1
??????????__;1
?'??????;1
???'-?"??_?.??'?;1
?โด?''?-?'"????,?;1
???????''?-????;1
>>1001612;1
exactly?;1
talk;1
desperation.;1
dignity;1
favor;1
bitches;1
lesson;1
too,;2
cartoons;1
end.;1
needed;1
humbling,;1
less.;1
___r=y????-?r?=?;1
???????????___??::::::::::::::::::::::::::::::y???;1
?__??:::::::::::::::::_???????-?????;1
??.{f7:::::::::?????;?????;1
/??{?|:::::??;1
???',?;1
/????????;1
???|???????',????;1
?7?|l|___}????;1
|?{??????|;1
..::?;1
|:|??;1
||?l??;1
??;???;1
?.::?;1
|:|?;2
l????|?|;1
??????/;3
l::.::.::.:?;1
????|:|?|?;1
|:|',???|??=??????,?//_?./??;1
|??|:?::.:?;1
|:|?|?;2
|:|;2
???|;3
?_???'??|/?,t7/;1
/::.::.::.?;1
-?::.::.;1
???????????';1
|::::?::?::.:?.::.::.::;1
??????????/;2
?::.::.::.::.:????;1
_?_,.?'??โด::.::.::.::.::.::.??;1
|::.::.::.??????r??;1
::.::.::.::??/;1
/.::.???;1
??=???_;1
?::.::.:|??|::.::.::.::.::.????????;1
celebrate;1
1m1;2
everbody!!;1
omen,;1
fear...;1
feel;1
???_?;3
??__;4
???????,.;1
-?'????????>?:::::::.????__;1
?'??????????;1
??:.:.?>?;1
???,??;1
??.....??????;1
?!?/;1
??:::::::::::::::::i??;1
?.//?/?/;1
?>?::::::::::::i>,??????;1
?'??';2
./_,?,???/?-?/,.??;1
?!:::::::::::::::i_??????i;1
.f?''??-?-?/???::::::::??;1
:..??;1
?-?'โด????=;1
r??โด?!;1
?l:.??|;1
:::>??;1
/?|;2
'?????l:.?|;1
_,.-;1
